position_id,source,name,keyword,variants,alive_variants,max_local_quantity
xwines:01235,xwines,Fingerprint,fingerprint,fingerprint,fingerprint:36,36
xwines:01237,xwines,Stella,stella,stella,stella:257,257
xwines:01244,xwines,Gilberts,gilberts,gilberts,gilberts:2,2
xwines:01245,xwines,Almeida Garrett,almeida-garrett,almeida-garrett,almeida-garrett:1,1
xwines:01250,xwines,Westport,westport,westport,westport:41,41
xwines:01253,xwines,Monteiro,monteiro,monteiro,monteiro:20,20
xwines:01254,xwines,850,850,850,850:120,120
xwines:01256,xwines,Hooper's,hoopers,hoopers,hoopers:1,1
xwines:01267,xwines,Pedaços,pedacos,pedacos,pedacos:4,4
xwines:01271,xwines,Bontempo,bontempo,bontempo,bontempo:2,2
xwines:01277,xwines,Hot Spot,hot-spot,hot-spot,hot-spot:13,13
xwines:01279,xwines,Tito's,titos,titos,titos:13,13
xwines:01286,xwines,A Lenda,a-lenda,a-lenda,a-lenda:3,3
xwines:01301,xwines,Areal,areal,areal,areal:24,24
xwines:01341,xwines,Antitese,antitese,antitese,antitese:1,1
xwines:01343,xwines,Zimbro,zimbro,zimbro,zimbro:2,2
xwines:01346,xwines,Rocha (Rocha's),rocha,rocha,rocha:68,68
xwines:01351,xwines,Curlin,curlin,curlin,curlin:1,1
xwines:01362,xwines,Ilha,ilha,ilha,ilha:42,42
xwines:01364,xwines,Teoria,teoria,teoria,teoria:206,206
xwines:01366,xwines,António Lopes,antonio-lopes,antonio-lopes,antonio-lopes:1,1
xwines:01374,xwines,Desnivel,desnivel,desnivel,desnivel:1,1
xwines:01383,xwines,Cha,cha,cha,cha:293,293
xwines:01389,xwines,Dacosta,dacosta,dacosta,dacosta:7,7
xwines:01394,xwines,Quinta da Corte,quinta-da-corte,quinta-da-corte,quinta-da-corte:1,1
xwines:01402,xwines,Estopa,estopa,estopa,estopa:1,1
xwines:01407,xwines,Le Saumon,le-saumon,le-saumon,le-saumon:7,7
xwines:01408,xwines,Espera,espera,espera,espera:196,196
xwines:01411,xwines,Este,este,este,este:2814,2814
xwines:01414,xwines,Frey,frey,frey,frey:43,43
xwines:01436,xwines,Cambra,cambra,cambra,cambra:2,2
xwines:01439,xwines,Timing,timing,timing,timing:162,162
xwines:01460,xwines,Vasconcellos,vasconcellos,vasconcellos,vasconcellos:65,65
xwines:01461,xwines,Lisbon,lisbon,lisbon,lisbon:110,110
xwines:01462,xwines,H'Our,hour,hour,hour:820,820
xwines:01463,xwines,Alzira,alzira,alzira,alzira:11,11
xwines:01468,xwines,Cartilha,cartilha,cartilha,cartilha:6,6
xwines:01474,xwines,Cabral,cabral,cabral,cabral:38,38
xwines:01478,xwines,Conqueror,conqueror,conqueror,conqueror:49,49
xwines:01482,xwines,Guardado,guardado,guardado,guardado:31,31
xwines:01487,xwines,Constantino,constantino,constantino,constantino:8,8
xwines:01488,xwines,João da Pesqueira,joao-da-pesqueira,joao-da-pesqueira,joao-da-pesqueira:1,1
xwines:01489,xwines,Special Winery,special-winery,special-winery|special,special:3839,3839
xwines:01505,xwines,Varanda,varanda,varanda,varanda:9,9
xwines:01515,xwines,Absurdo,absurdo,absurdo,absurdo:12,12
xwines:01516,xwines,Esplanada,esplanada,esplanada,esplanada:2,2
xwines:01519,xwines,Share,share,share,share:3456,3456
xwines:01524,xwines,Antonio Machado,antonio-machado,antonio-machado,antonio-machado:5,5
xwines:01525,xwines,Invictus,invictus,invictus,invictus:34,34
xwines:01526,xwines,The Wine Selection,the-wine-selection,the-wine-selection|wine-selection,wine-selection:1,1
xwines:01531,xwines,Afros,afros,afros,afros:2,2
xwines:01532,xwines,Quattro,quattro,quattro,quattro:480,480
xwines:01533,xwines,Amizade,amizade,amizade,amizade:27,27
xwines:01548,xwines,Augusto's,augustos,augustos,augustos:2,2
xwines:01557,xwines,Nelas,nelas,nelas,nelas:1,1
xwines:01562,xwines,Schneider,schneider,schneider,schneider:121,121
xwines:01566,xwines,Leitz,leitz,leitz,leitz:1,1
xwines:01569,xwines,Clean Slate,clean-slate,clean-slate,clean-slate:10,10
xwines:01571,xwines,Markus Molitor,markus-molitor,markus-molitor,markus-molitor:1,1
xwines:01576,xwines,Wittmann,wittmann,wittmann,wittmann:5,5
xwines:01578,xwines,Lizard,lizard,lizard,lizard:87,87
xwines:01580,xwines,Maybach,maybach,maybach,maybach:48,48
xwines:01582,xwines,50° Degree,50-degree,50-degree,50-degree:2,2
xwines:01591,xwines,Keller,keller,keller,keller:171,171
xwines:01601,xwines,Peter & Peter,peter-peter,peter-peter|peter-and-peter,peter-peter:1,1
xwines:01608,xwines,Moselland,moselland,moselland,moselland:1,1
xwines:01609,xwines,Weingut Brand,weingut-brand,weingut-brand|brand,brand:1682,1682
xwines:01611,xwines,Sander,sander,sander,sander:41,41
xwines:01624,xwines,Fritz's,fritzs,fritzs,fritzs:4,4
xwines:01629,xwines,Hensel,hensel,hensel,hensel:9,9
xwines:01631,xwines,Deep Roots,deep-roots,deep-roots,deep-roots:3,3
xwines:01632,xwines,Künstler,kunstler,kunstler,kunstler:2,2
xwines:01635,xwines,Weingut Pflüger,weingut-pfluger,weingut-pfluger|pfluger,pfluger:4,4
xwines:01636,xwines,Knipser,knipser,knipser,knipser:2,2
xwines:01640,xwines,Käfer,kafer,kafer,kafer:6,6
xwines:01647,xwines,Bex,bex,bex,bex:14,14
xwines:01649,xwines,Bree,bree,bree,bree:21,21
xwines:01652,xwines,Erben,erben,erben,erben:17,17
xwines:01668,xwines,Mertes,mertes,mertes,mertes:3,3
xwines:01679,xwines,Lidl,lidl,lidl,lidl:926,926
xwines:01686,xwines,Rings,rings,rings,rings:961,961
xwines:01687,xwines,Knewitz,knewitz,knewitz,knewitz:1,1
xwines:01689,xwines,Knab,knab,knab,knab:5,5
xwines:01700,xwines,Ernst Ludwig,ernst-ludwig,ernst-ludwig,ernst-ludwig:2,2
xwines:01705,xwines,Weingut Geil,weingut-geil,weingut-geil|geil,geil:7,7
xwines:01707,xwines,Landshut,landshut,landshut,landshut:54,54
xwines:01708,xwines,Cliffhanger,cliffhanger,cliffhanger,cliffhanger:40,40
xwines:01724,xwines,Fritz Walter,fritz-walter,fritz-walter,fritz-walter:3,3
xwines:01725,xwines,Blue Light,blue-light,blue-light,blue-light:20,20
xwines:01728,xwines,Heger,heger,heger,heger:7,7
xwines:01735,xwines,Hofmann,hofmann,hofmann,hofmann:13,13
xwines:01742,xwines,Diel,diel,diel,diel:1,1
xwines:01752,xwines,Rotkäppchen,rotkappchen,rotkappchen,rotkappchen:2,2
xwines:01753,xwines,Weinhaus Schneider,weinhaus-schneider,weinhaus-schneider|schneider,schneider:121,121
xwines:01754,xwines,Barth,barth,barth,barth:292,292
xwines:01757,xwines,Franzen,franzen,franzen,franzen:1,1
xwines:01771,xwines,White Rabbit,white-rabbit,white-rabbit,white-rabbit:7,7
xwines:01784,xwines,Manz,manz,manz,manz:1,1
xwines:01791,xwines,Weingut Metzger,weingut-metzger,weingut-metzger|metzger,metzger:21,21
xwines:01793,xwines,Weingut Meßmer,weingut-messmer,weingut-messmer|messmer,messmer:5,5
xwines:01799,xwines,Gries,gries,gries,gries:1,1
xwines:01800,xwines,Rotwild,rotwild,rotwild,rotwild:7,7
xwines:01801,xwines,Weingut Vollenweider,weingut-vollenweider,weingut-vollenweider|vollenweider,vollenweider:1,1
xwines:01803,xwines,Allendorf,allendorf,allendorf,allendorf:2,2
xwines:01808,xwines,Kerpen,kerpen,kerpen,kerpen:23,23
xwines:01813,xwines,HXM,hxm,hxm,hxm:1,1
xwines:01818,xwines,Freizeit,freizeit,freizeit,freizeit:510,510
xwines:01833,xwines,Seehof,seehof,seehof,seehof:1,1
xwines:01835,xwines,Saint M-(Dr. Loosen),saint-m,saint-m,saint-m:2,2
xwines:01845,xwines,Shelter Winery,shelter-winery,shelter-winery|shelter,shelter:358,358
xwines:01861,xwines,Weingut Spiess,weingut-spiess,weingut-spiess|spiess,spiess:1,1
xwines:01866,xwines,Weingut Forster,weingut-forster,weingut-forster|forster,forster:74,74
xwines:01876,xwines,Studier,studier,studier,studier:1,1
xwines:01887,xwines,Frey,frey,frey,frey:43,43
xwines:01891,xwines,Stern,stern,stern,stern:175,175
xwines:01897,xwines,Krebs,krebs,krebs,krebs:124,124
xwines:01902,xwines,Selbach,selbach,selbach,selbach:2,2
xwines:01917,xwines,Oberrotweil,oberrotweil,oberrotweil,oberrotweil:1,1
xwines:01919,xwines,FIO,fio,fio,fio:34,34
xwines:01923,xwines,Weingut Krone,weingut-krone,weingut-krone|krone,krone:37,37
xwines:01926,xwines,Weingut Seeger,weingut-seeger,weingut-seeger|seeger,seeger:9,9
xwines:01933,xwines,Weingut Michel,weingut-michel,weingut-michel|michel,michel:533,533
xwines:01936,xwines,Gröhl,grohl,grohl,grohl:38,38
xwines:01939,xwines,Kaufmann,kaufmann,kaufmann,kaufmann:16,16
xwines:01956,xwines,Konstanzer,konstanzer,konstanzer,konstanzer:1,1
xwines:01958,xwines,Eser,eser,eser,eser:8,8
xwines:01961,xwines,Am Stein,am-stein,am-stein,am-stein:2,2
xwines:01973,xwines,Lebenshilfe,lebenshilfe,lebenshilfe,lebenshilfe:4,4
xwines:01988,xwines,Weingut Hain,weingut-hain,weingut-hain|hain,hain:19,19
xwines:01991,xwines,Kopp,kopp,kopp,kopp:4,4
xwines:01992,xwines,Weingut Gabel,weingut-gabel,weingut-gabel|gabel,gabel:17,17
xwines:01996,xwines,Modernist,modernist,modernist,modernist:10,10
xwines:01997,xwines,Weingut Seckinger,weingut-seckinger,weingut-seckinger|seckinger,seckinger:1,1
xwines:01999,xwines,Kiefer,kiefer,kiefer,kiefer:31,31
xwines:02000,xwines,Kessler,kessler,kessler,kessler:10,10
xwines:02004,xwines,Paradies,paradies,paradies,paradies:40,40
xwines:02007,xwines,Abril,abril,abril,abril:674,674
xwines:02011,xwines,Kirsten,kirsten,kirsten,kirsten:61,61
xwines:02012,xwines,Weingut Baeder,weingut-baeder,weingut-baeder|baeder,baeder:5,5
xwines:02018,xwines,Moritzburg,moritzburg,moritzburg,moritzburg:3,3
xwines:02025,xwines,Altenkirch,altenkirch,altenkirch,altenkirch:1,1
xwines:02026,xwines,Prinz,prinz,prinz,prinz:501,501
xwines:02030,xwines,Sun Garden,sun-garden,sun-garden,sun-garden:1,1
xwines:02032,xwines,Dr.Faust,dr-faust,dr-faust,dr-faust:1,1
xwines:02036,xwines,Milch,milch,milch,milch:37,37
xwines:02040,xwines,Weingut Hörner,weingut-horner,weingut-horner|horner,horner:72,72
xwines:02052,xwines,Kesselring,kesselring,kesselring,kesselring:1,1
xwines:02057,xwines,Weingut Walter,weingut-walter,weingut-walter|walter,walter:275,275
xwines:02060,xwines,Weingut Weigand,weingut-weigand,weingut-weigand|weigand,weigand:1,1
xwines:02061,xwines,Divino,divino,divino,divino:24,24
xwines:02068,xwines,Weingut Faust,weingut-faust,weingut-faust|faust,faust:30,30
xwines:02071,xwines,Vom Boden,vom-boden,vom-boden,vom-boden:1,1
xwines:02085,xwines,Beurer,beurer,beurer,beurer:4,4
xwines:02094,xwines,Thomas Rath,thomas-rath,thomas-rath,thomas-rath:2,2
xwines:02095,xwines,Regnery,regnery,regnery,regnery:10,10
xwines:02099,xwines,Knobloch,knobloch,knobloch,knobloch:3,3
xwines:02101,xwines,Castell,castell,castell,castell:20,20
xwines:02102,xwines,Kranz,kranz,kranz,kranz:8,8
xwines:02110,xwines,Krack,krack,krack,krack:8,8
xwines:02118,xwines,Römer,romer,romer,romer:1,1
xwines:02120,xwines,Wein-Genuss,wein-genuss,wein-genuss,wein-genuss:1,1
xwines:02121,xwines,Petri,petri,petri,petri:26,26
xwines:02124,xwines,Meyer,meyer,meyer,meyer:126,126
xwines:02127,xwines,Bastian,bastian,bastian,bastian:42,42
xwines:02132,xwines,Wilhelmshof,wilhelmshof,wilhelmshof,wilhelmshof:1,1
xwines:02141,xwines,Leiner,leiner,leiner,leiner:3,3
xwines:02146,xwines,Scheuermann,scheuermann,scheuermann,scheuermann:3,3
xwines:02152,xwines,Stein,stein,stein,stein:116,116
xwines:02155,xwines,Waterkant,waterkant,waterkant,waterkant:112,112
xwines:02161,xwines,Köhler,kohler,kohler,kohler:38,38
xwines:02166,xwines,Stahl,stahl,stahl,stahl:35,35
xwines:02167,xwines,Heilbronn,heilbronn,heilbronn,heilbronn:110,110
xwines:02169,xwines,Bamberger,bamberger,bamberger,bamberger:4,4
xwines:02178,xwines,Dorflinger,dorflinger,dorflinger,dorflinger:1,1
xwines:02185,xwines,Schriesheim,schriesheim,schriesheim,schriesheim:2,2
xwines:02186,xwines,Braun,braun,braun,braun:133,133
xwines:02193,xwines,Karl May,karl-may,karl-may,karl-may:2,2
xwines:02195,xwines,Weingut Heid,weingut-heid,weingut-heid|heid,heid:3,3
xwines:02202,xwines,Weingut Clauss,weingut-clauss,weingut-clauss|clauss,clauss:8,8
xwines:02206,xwines,Schumann,schumann,schumann,schumann:9,9
xwines:02211,xwines,Weingut Knauß,weingut-knauss,weingut-knauss|knauss,knauss:4,4
xwines:02214,xwines,Frey,frey,frey,frey:43,43
xwines:02215,xwines,Baden-Badener,baden-badener,baden-badener,baden-badener:1,1
xwines:02225,xwines,Dorst,dorst,dorst,dorst:3,3
xwines:02228,xwines,Am Nil,am-nil,am-nil,am-nil:2,2
xwines:02253,xwines,Weingut Meiser,weingut-meiser,weingut-meiser|meiser,meiser:3,3
xwines:02262,xwines,Hammel,hammel,hammel,hammel:1,1
xwines:02265,xwines,Wilker,wilker,wilker,wilker:1,1
xwines:02266,xwines,Hemer,hemer,hemer,hemer:7,7
xwines:02268,xwines,Kress,kress,kress,kress:9,9
xwines:02269,xwines,Strauch,strauch,strauch,strauch:6,6
xwines:02276,xwines,Weingut Bernhard,weingut-bernhard,weingut-bernhard|bernhard,bernhard:24,24
xwines:02281,xwines,George,george,george,george:1686,1686
xwines:02292,xwines,Weinhaus Flick,weinhaus-flick,weinhaus-flick|flick,flick:76,76
xwines:02296,xwines,Mertz,mertz,mertz,mertz:1,1
xwines:02303,xwines,Johannes,johannes,johannes,johannes:99,99
xwines:02306,xwines,Wunderbar,wunderbar,wunderbar,wunderbar:3,3
xwines:02307,xwines,Richard Schmidt,richard-schmidt,richard-schmidt,richard-schmidt:1,1
xwines:02313,xwines,Schmitt,schmitt,schmitt,schmitt:36,36
xwines:02317,xwines,Geil's,geils,geils,geils:2,2
xwines:02319,xwines,Mohr,mohr,mohr,mohr:8,8
xwines:02329,xwines,Kallstadt,kallstadt,kallstadt,kallstadt:1,1
xwines:02332,xwines,Weingut Hamm,weingut-hamm,weingut-hamm|hamm,hamm:147,147
xwines:02336,xwines,Franconia,franconia,franconia,franconia:23,23
xwines:02344,xwines,Arnold,arnold,arnold,arnold:435,435
xwines:02346,xwines,Meinhard,meinhard,meinhard,meinhard:3,3
xwines:02353,xwines,Apel,apel,apel,apel:64,64
xwines:02357,xwines,Burgermeister,burgermeister,burgermeister,burgermeister:1,1
xwines:02367,xwines,Weber,weber,weber,weber:461,461
xwines:02377,xwines,Zelt,zelt,zelt,zelt:33,33
xwines:02384,xwines,Gehring,gehring,gehring,gehring:1,1
xwines:02395,xwines,Weingut Michel,weingut-michel,weingut-michel|michel,michel:533,533
xwines:02396,xwines,Weingut Hirschhof,weingut-hirschhof,weingut-hirschhof|hirschhof,hirschhof:1,1
xwines:02399,xwines,Daniel,daniel,daniel,daniel:1165,1165
xwines:02404,xwines,Roth,roth,roth,roth:132,132
xwines:02406,xwines,St Michael,st-michael,st-michael,st-michael:18,18
xwines:02429,xwines,Rinke,rinke,rinke,rinke:1,1
xwines:02445,xwines,Bühler,buhler,buhler,buhler:2,2
xwines:02452,xwines,Weingut Sonnenhof,weingut-sonnenhof,weingut-sonnenhof|sonnenhof,sonnenhof:1,1
xwines:02454,xwines,Hammond,hammond,hammond,hammond:102,102
xwines:02455,xwines,Weingut Quint,weingut-quint,weingut-quint|quint,quint:13,13
xwines:02467,xwines,Werner,werner,werner,werner:95,95
xwines:02476,xwines,Weingut Full,weingut-full,weingut-full|full,full:23201,23201
xwines:02477,xwines,Bieber,bieber,bieber,bieber:101,101
xwines:02497,xwines,Weingut Hirth,weingut-hirth,weingut-hirth|hirth,hirth:1,1
xwines:02500,xwines,Weingut König,weingut-konig,weingut-konig|konig,konig:25,25
xwines:02503,xwines,Weingut Heiligenblut,weingut-heiligenblut,weingut-heiligenblut|heiligenblut,heiligenblut:1,1
xwines:02506,xwines,Weingut Becker (Weingut Rainer and Tobias Becker GbR),weingut-becker,weingut-becker|becker,becker:188,188
xwines:02516,xwines,Schwab,schwab,schwab,schwab:163,163
xwines:02521,xwines,Hiss,hiss,hiss,hiss:6,6
xwines:02522,xwines,Weingarten,weingarten,weingarten,weingarten:17,17
xwines:02524,xwines,Weingut Pieper,weingut-pieper,weingut-pieper|pieper,pieper:6,6
xwines:02528,xwines,Hummel,hummel,hummel,hummel:22,22
xwines:02531,xwines,Hirsch,hirsch,hirsch,hirsch:21,21
xwines:02539,xwines,Gres,gres,gres,gres:15,15
xwines:02547,xwines,Escher,escher,escher,escher:12,12
xwines:02561,xwines,Kampf,kampf,kampf,kampf:182,182
xwines:02563,xwines,Marx,marx,marx,marx:59,59
xwines:02565,xwines,Sohns,sohns,sohns,sohns:4,4
xwines:02566,xwines,Meier,meier,meier,meier:34,34
xwines:02581,xwines,Maier,maier,maier,maier:21,21
xwines:02586,xwines,Hendriks,hendriks,hendriks,hendriks:6,6
xwines:02594,xwines,Muller,muller,muller,muller:240,240
xwines:02596,xwines,Reiss,reiss,reiss,reiss:15,15
xwines:02597,xwines,Abel,abel,abel,abel:152,152
xwines:02601,xwines,Weingut Volk,weingut-volk,weingut-volk|volk,volk:34,34
xwines:02602,xwines,Hauck,hauck,hauck,hauck:3,3
xwines:02603,xwines,Weingut Wegner,weingut-wegner,weingut-wegner|wegner,wegner:15,15
xwines:02606,xwines,Reh,reh,reh,reh:12,12
xwines:02609,xwines,Weingut Schäfer,weingut-schafer,weingut-schafer|schafer,schafer:12,12
xwines:02612,xwines,RS,rs,rs,rs:4646,4646
xwines:02617,xwines,Consilium,consilium,consilium,consilium:2,2
xwines:02624,xwines,Weingut Roth,weingut-roth,weingut-roth|roth,roth:132,132
xwines:02627,xwines,Weingut Andres,weingut-andres,weingut-andres|andres,andres:237,237
xwines:02628,xwines,Biebers,biebers,biebers,biebers:28,28
xwines:02629,xwines,Weingut Huber,weingut-huber,weingut-huber|huber,huber:21,21
xwines:02631,xwines,Weingut Marx,weingut-marx,weingut-marx|marx,marx:59,59
xwines:02635,xwines,Schroth,schroth,schroth,schroth:2,2
xwines:02637,xwines,Wolf,wolf,wolf,wolf:1339,1339
xwines:02639,xwines,Rudolph,rudolph,rudolph,rudolph:44,44
xwines:02642,xwines,Spohr,spohr,spohr,spohr:1,1
xwines:02643,xwines,Wendel,wendel,wendel,wendel:21,21
xwines:02652,xwines,Junges,junges,junges,junges:20,20
xwines:02658,xwines,Weingut Sonnenhof,weingut-sonnenhof,weingut-sonnenhof|sonnenhof,sonnenhof:1,1
xwines:02661,xwines,Weingut Höhn,weingut-hohn,weingut-hohn|hohn,hohn:8,8
xwines:02677,xwines,Fleischmann,fleischmann,fleischmann,fleischmann:9,9
xwines:02678,xwines,Enk,enk,enk,enk:3,3
xwines:02688,xwines,Weingut Michel,weingut-michel,weingut-michel|michel,michel:533,533
xwines:02697,xwines,Mauri,mauri,mauri,mauri:18,18
xwines:02701,xwines,Weingut Am Rosenberg,weingut-am-rosenberg,weingut-am-rosenberg|am-rosenberg,am-rosenberg:5,5
xwines:02702,xwines,Weingut Hanka,weingut-hanka,weingut-hanka|hanka,hanka:1,1
xwines:02709,xwines,Stein,stein,stein,stein:116,116
xwines:02711,xwines,Stigler,stigler,stigler,stigler:1,1
xwines:02718,xwines,Vernon,vernon,vernon,vernon:310,310
xwines:02726,xwines,Wischer,wischer,wischer,wischer:1,1
xwines:02727,xwines,Kraemer,kraemer,kraemer,kraemer:6,6
xwines:02728,xwines,Weingut Raabe,weingut-raabe,weingut-raabe|raabe,raabe:5,5
xwines:02729,xwines,Weingut Krauss,weingut-krauss,weingut-krauss|krauss,krauss:21,21
xwines:02730,xwines,Klaus,klaus,klaus,klaus:102,102
xwines:02737,xwines,Marx,marx,marx,marx:59,59
xwines:02745,xwines,Oswald,oswald,oswald,oswald:20,20
xwines:02746,xwines,Viñedos San Lucas,vinedos-san-lucas,vinedos-san-lucas|san-lucas,san-lucas:50,50
xwines:02747,xwines,Carl Jung,carl-jung,carl-jung,carl-jung:9,9
xwines:02753,xwines,Telarana,telarana,telarana,telarana:1,1
xwines:02754,xwines,Silberberg,silberberg,silberberg,silberberg:1,1
xwines:02759,xwines,Weingut Dietrich,weingut-dietrich,weingut-dietrich|dietrich,dietrich:20,20
xwines:02761,xwines,Wedekind,wedekind,wedekind,wedekind:1,1
xwines:02768,xwines,Matheus,matheus,matheus,matheus:46,46
xwines:02769,xwines,Ambré,ambre,ambre,ambre:47,47
xwines:02775,xwines,Corbet,corbet,corbet,corbet:2,2
xwines:02780,xwines,Weingut Weiler,weingut-weiler,weingut-weiler|weiler,weiler:12,12
xwines:02783,xwines,Kissinger,kissinger,kissinger,kissinger:53,53
xwines:02791,xwines,Weingut Probst,weingut-probst,weingut-probst|probst,probst:13,13
xwines:02794,xwines,Slate Estate,slate-estate,slate-estate|slate,slate:393,393
xwines:02819,xwines,Dom Pérignon,dom-perignon,dom-perignon,dom-perignon:2,2
xwines:02821,xwines,Veuve Clicquot,veuve-clicquot,veuve-clicquot,veuve-clicquot:6,6
xwines:02822,xwines,Moët & Chandon,moet-chandon,moet-chandon|moet-and-chandon,moet-chandon:7,7
xwines:02823,xwines,Château Mouton Rothschild,chateau-mouton-rothschild,chateau-mouton-rothschild,chateau-mouton-rothschild:1,1
xwines:02827,xwines,Bollinger,bollinger,bollinger,bollinger:7,7
xwines:02830,xwines,Louis Roederer,louis-roederer,louis-roederer,louis-roederer:1,1
xwines:02832,xwines,Louis Jadot,louis-jadot,louis-jadot,louis-jadot:1,1
xwines:02835,xwines,Miraval,miraval,miraval,miraval:3,3
xwines:02843,xwines,Delas,delas,delas,delas:15,15
xwines:02850,xwines,Taittinger,taittinger,taittinger,taittinger:1,1
xwines:02853,xwines,Minuty,minuty,minuty,minuty:14,14
xwines:02855,xwines,Ogier,ogier,ogier,ogier:4,4
xwines:02857,xwines,Pétrus,petrus,petrus,petrus:7,7
xwines:02863,xwines,Château Cantemerle,chateau-cantemerle,chateau-cantemerle,chateau-cantemerle:1,1
xwines:02898,xwines,Domaine Lafage,domaine-lafage,domaine-lafage|lafage,lafage:1,1
xwines:02899,xwines,Domaine de Chevalier,domaine-de-chevalier,domaine-de-chevalier|de-chevalier,de-chevalier:1,1
xwines:02906,xwines,Krug,krug,krug,krug:21,21
xwines:02909,xwines,Deutz,deutz,deutz,deutz:79,79
xwines:02922,xwines,Domaine Lapierre,domaine-lapierre,domaine-lapierre|lapierre,lapierre:10,10
xwines:02928,xwines,Lanson,lanson,lanson,lanson:1,1
xwines:02929,xwines,Grand Theatre,grand-theatre,grand-theatre,grand-theatre:2,2
xwines:02936,xwines,Hugel,hugel,hugel,hugel:2,2
xwines:02947,xwines,Pegau,pegau,pegau,pegau:2,2
xwines:02980,xwines,Piper-Heidsieck,piper-heidsieck,piper-heidsieck,piper-heidsieck:1,1
xwines:03006,xwines,Domaine de la Motte,domaine-de-la-motte,domaine-de-la-motte|de-la-motte,de-la-motte:1,1
xwines:03011,xwines,Domaine de La Romanée-Conti,domaine-de-la-romanee-conti,domaine-de-la-romanee-conti|de-la-romanee-conti,domaine-de-la-romanee-conti:2|de-la-romanee-conti:2,2
xwines:03020,xwines,Domaine Laroche,domaine-laroche,domaine-laroche|laroche,laroche:83,83
xwines:03029,xwines,Premier Rendez-Vous,premier-rendez-vous,premier-rendez-vous,premier-rendez-vous:2,2
xwines:03043,xwines,Calvet,calvet,calvet,calvet:1,1
xwines:03053,xwines,Salon,salon,salon,salon:631,631
xwines:03059,xwines,Henriot,henriot,henriot,henriot:1,1
xwines:03067,xwines,Gosset,gosset,gosset,gosset:2,2
xwines:03071,xwines,Laroche,laroche,laroche,laroche:83,83
xwines:03072,xwines,Château La Dominique,chateau-la-dominique,chateau-la-dominique,chateau-la-dominique:1,1
xwines:03082,xwines,Domaine Jamet,domaine-jamet,domaine-jamet|jamet,jamet:6,6
xwines:03097,xwines,C'est La Vie,cest-la-vie,cest-la-vie,cest-la-vie:4,4
xwines:03107,xwines,La Croisade,la-croisade,la-croisade,la-croisade:1,1
xwines:03124,xwines,Maison Castel,maison-castel,maison-castel|castel,castel:149,149
xwines:03139,xwines,La Chablisienne,la-chablisienne,la-chablisienne,la-chablisienne:2,2
xwines:03148,xwines,Domaine des Tours,domaine-des-tours,domaine-des-tours|des-tours,des-tours:2,2
xwines:03158,xwines,Mirabeau,mirabeau,mirabeau,mirabeau:3,3
xwines:03178,xwines,Domaine Montrose,domaine-montrose,domaine-montrose|montrose,montrose:23,23
xwines:03179,xwines,Palmer & Co.,palmer-co,palmer-co|palmer|palmer-and-co|palmer-and,palmer-co:1|palmer:241,241
xwines:03203,xwines,Poeme Vineyards,poeme-vineyards,poeme-vineyards|poeme,poeme:20,20
xwines:03225,xwines,Jean-Paul & Benoit Droin,jean-paul-benoit-droin,jean-paul-benoit-droin|jean-paul-and-benoit-droin,jean-paul-benoit-droin:1,1
xwines:03254,xwines,Domaine du Colombier,domaine-du-colombier,domaine-du-colombier|du-colombier,du-colombier:1,1
xwines:03274,xwines,La Perrière,la-perriere,la-perriere,la-perriere:2,2
xwines:03275,xwines,Maison Carles,maison-carles,maison-carles|carles,carles:47,47
xwines:03277,xwines,Domaine Vacheron,domaine-vacheron,domaine-vacheron|vacheron,vacheron:2,2
xwines:03299,xwines,Mailly,mailly,mailly,mailly:1,1
xwines:03321,xwines,Chanson,chanson,chanson,chanson:60,60
xwines:03325,xwines,Maison Leroy,maison-leroy,maison-leroy|leroy,leroy:258,258
xwines:03331,xwines,Comte Lafond,comte-lafond,comte-lafond,comte-lafond:1,1
xwines:03385,xwines,Domaine de Baron'arques,domaine-de-baronarques,domaine-de-baronarques|de-baronarques,domaine-de-baronarques:1|de-baronarques:1,1
xwines:03387,xwines,Domaine des Diables,domaine-des-diables,domaine-des-diables|des-diables,des-diables:3,3
xwines:03411,xwines,Sirius,sirius,sirius,sirius:31,31
xwines:03413,xwines,Passeport,passeport,passeport,passeport:21,21
xwines:03427,xwines,Domaine Huet,domaine-huet,domaine-huet|huet,huet:1,1
xwines:03447,xwines,Le Mesnil,le-mesnil,le-mesnil,le-mesnil:3,3
xwines:03470,xwines,Mercier,mercier,mercier,mercier:19,19
xwines:03471,xwines,Château des Annereaux,chateau-des-annereaux,chateau-des-annereaux,chateau-des-annereaux:1,1
xwines:03479,xwines,Cave de Lugny,cave-de-lugny,cave-de-lugny,cave-de-lugny:1,1
xwines:03480,xwines,Domaine Charvin,domaine-charvin,domaine-charvin|charvin,charvin:2,2
xwines:03498,xwines,Bernard Magrez,bernard-magrez,bernard-magrez,bernard-magrez:1,1
xwines:03620,xwines,Maison de La Villette,maison-de-la-villette,maison-de-la-villette|de-la-villette,de-la-villette:4,4
xwines:03646,xwines,Fleury,fleury,fleury,fleury:22,22
xwines:03647,xwines,Ayala,ayala,ayala,ayala:23,23
xwines:03654,xwines,Domaine Henri Boillot,domaine-henri-boillot,domaine-henri-boillot|henri-boillot,domaine-henri-boillot:1|henri-boillot:1,1
xwines:03659,xwines,Cazes,cazes,cazes,cazes:1,1
xwines:03702,xwines,Domaine Belle,domaine-belle,domaine-belle|belle,belle:960,960
