position_id,source,name,keyword,tier,optional,decision,reason,df,opt_recall
xwines:23778,xwines,Queensland Cellars,queensland,drop,,drop,opt_recall<2,137,0
xwines:23786,xwines,Greenhill Wines,greenhill,drop,,drop,opt_recall<2,7,0
xwines:23787,xwines,Woodhouse,woodhouse,drop,,drop,opt_recall<2,15,0
xwines:23788,xwines,Possums,possums,drop,,drop,opt_recall<2,6,0
xwines:23793,xwines,Travertine Wines,travertine,drop,,drop,opt_recall<2,5,0
xwines:23796,xwines,Billanook Estate,billanook,drop,,drop,opt_recall<2,1,0
xwines:23800,xwines,Tower Estate,tower,drop,,drop,DF>cap_pospolite,765,0
xwines:23801,xwines,Notes,notes,drop,,drop,DF>cap_pospolite,1471,1
xwines:23803,xwines,Wild Fox,wild-fox,drop,,drop,opt_recall<2,1,0
xwines:23805,xwines,Heritage Estate,heritage,drop,,drop,DF>cap_pospolite,769,0
xwines:23809,xwines,Byron Bay,byron-bay,drop,,drop,opt_recall<2,11,0
xwines:23811,xwines,Fiorini,fiorini,drop,,drop,opt_recall<2,1,0
xwines:23816,xwines,The Comeback Kid,the-comeback-kid,drop,,drop,opt_recall<2,2,0
xwines:23819,xwines,Dielen,dielen,drop,,drop,opt_recall<2,4,0
xwines:23822,xwines,Latta,latta,drop,,drop,opt_recall<2,12,0
xwines:23824,xwines,Rotherwood,rotherwood,drop,,drop,opt_recall<2,1,0
xwines:23825,xwines,Aspen Estate,aspen-estate,drop,,drop,opt_recall<2,1,0
xwines:23826,xwines,James Estate,james,drop,,drop,DF>cap_pospolite,3360,3
xwines:23827,xwines,Altamont,altamont,drop,,drop,opt_recall<2,2,0
xwines:23829,xwines,D' Sas,d,smiec,,drop,token<=2,18266,0
xwines:23830,xwines,Wynwood,wynwood,drop,,drop,opt_recall<2,9,0
xwines:23832,xwines,Black & Ginger,black-ginger,drop,,drop,opt_recall<2,1,0
xwines:23833,xwines,The y Series,y-series,drop,,drop,opt_recall<2,31,0
xwines:23837,xwines,Watson Family Vineyards,watson,drop,,drop,DF>cap_pospolite,333,0
xwines:23839,xwines,Swings,swings,drop,,drop,opt_recall<2,39,0
xwines:23840,xwines,Red Oak (AU),red-oak,drop,,drop,opt_recall<2,9,0
xwines:23842,xwines,AC/DC,ac-dc,smiec,,drop,token<=2,27,0
xwines:23852,xwines,Bartlett,bartlett,drop,,drop,opt_recall<2,48,0
xwines:23855,xwines,Echidna,echidna,drop,,drop,opt_recall<2,6,0
xwines:23856,xwines,Clouds,clouds,drop,,drop,opt_recall<2,94,0
xwines:23857,xwines,Olsen,olsen,drop,,drop,opt_recall<2,183,0
xwines:23862,xwines,Sutherland Estate,sutherland,drop,,drop,opt_recall<2,36,0
xwines:23863,xwines,Worthington's,worthingtons,drop,,drop,opt_recall<2,1,0
xwines:23865,xwines,Goldfields,goldfields,drop,,drop,opt_recall<2,4,0
xwines:23867,xwines,Golden Grove,golden-grove,drop,,drop,opt_recall<2,1,0
xwines:23868,xwines,Mojo,mojo,drop,,drop,opt_recall<2,64,0
xwines:23869,xwines,Monocle,monocle,drop,,drop,opt_recall<2,3,0
xwines:23874,xwines,Landmarks,landmarks,drop,,drop,opt_recall<2,128,0
xwines:23876,xwines,Sovereign Estate,sovereign,drop,,drop,opt_recall<2,65,0
xwines:23879,xwines,Fireside,fireside,drop,,drop,opt_recall<2,19,0
xwines:23880,xwines,Jack & Jill,jack-and-jill,drop,,drop,opt_recall<2,13,0
xwines:23884,xwines,Crooked River,crooked-river,drop,,drop,opt_recall<2,1,0
xwines:23886,xwines,Grand Vin Estate,grand-vin,smiec,,drop,styl/generyk,2,0
xwines:23887,xwines,Falcon Ridge,falcon-ridge,drop,,drop,opt_recall<2,2,0
xwines:23890,xwines,Mediterrane,mediterrane,drop,,drop,opt_recall<2,7,0
xwines:23892,xwines,Penny Farthing,penny-farthing,drop,,drop,opt_recall<2,3,0
xwines:23894,xwines,Manor,manor,drop,,drop,DF>cap_pospolite,219,0
xwines:23896,xwines,Meiomi,meiomi,drop,,drop,opt_recall<2,1,0
xwines:23897,xwines,Caymus,caymus,drop,,drop,opt_recall<2,1,1
xwines:23898,xwines,The Prisoner,the-prisoner,drop,,drop,opt_recall<2,57,0
xwines:23903,xwines,1000 Stories,1000-stories,drop,,drop,opt_recall<2,1,0
xwines:23904,xwines,Josh Cellars,josh,drop,,drop,DF>cap_pospolite,555,0
xwines:23907,xwines,Michael David Winery,michael-david,drop,,drop,opt_recall<2,3,0
xwines:23909,xwines,Conundrum,conundrum,drop,,drop,opt_recall<2,26,1
xwines:23911,xwines,La Crema,la-crema,drop,,drop,opt_recall<2,25,1
xwines:23912,xwines,Decoy,decoy,drop,,drop,opt_recall<2,15,0
xwines:23913,xwines,Francis Ford Coppola Winery,francis-ford-coppola,drop,,drop,opt_recall<2,3,0
xwines:23915,xwines,Bread & Butter,bread-butter,drop,,drop,opt_recall<2,5,0
xwines:23916,xwines,7 Deadly Wines,7-deadly,drop,,drop,opt_recall<2,13,0
xwines:23918,xwines,Gnarly Head,gnarly-head,drop,,drop,opt_recall<2,1,1
xwines:23920,xwines,Justin,justin,drop,,drop,DF>cap_pospolite,621,0
xwines:23922,xwines,Chateau Ste. Michelle,chateau-ste-michelle,drop,,drop,opt_recall<2,2,1
xwines:23923,xwines,Beringer,beringer,drop,,drop,opt_recall<2,2,0
xwines:23926,xwines,Kendall-Jackson,kendall-jackson,keep,wine|vino|vinho|wein|vinos|chardonnay|cabernet-sauvignon|merlot|pinot-noir|cabernet-franc,keep,required+optional@1,3,2
xwines:23928,xwines,Dark Horse,dark-horse,drop,,drop,opt_recall<2,21,0
xwines:23929,xwines,Roots Run Deep,roots-run-deep,drop,,drop,opt_recall<2,1,0
xwines:23930,xwines,Bogle,bogle,drop,,drop,opt_recall<2,6,0
xwines:23931,xwines,Jordan,jordan,drop,,drop,DF>cap_pospolite,1356,1
xwines:23933,xwines,Black Stallion,black-stallion,drop,,drop,opt_recall<2,1,0
xwines:23934,xwines,Faust,faust,drop,,drop,opt_recall<2,30,0
xwines:23937,xwines,Juggernaut,juggernaut,drop,,drop,opt_recall<2,43,0
xwines:23940,xwines,Elouan,elouan,drop,,drop,opt_recall<2,1,0
xwines:23941,xwines,Barefoot,barefoot,drop,,drop,opt_recall<2,49,0
xwines:23942,xwines,Duckhorn,duckhorn,drop,,drop,opt_recall<2,2,1
xwines:23943,xwines,Rombauer Vineyards,rombauer,drop,,drop,opt_recall<2,3,0
xwines:23947,xwines,Franciscan,franciscan,drop,,drop,opt_recall<2,35,0
xwines:23948,xwines,Substance,substance,drop,,drop,opt_recall<2,116,0
xwines:23951,xwines,H3 Wines,h3,smiec,,drop,token<=2,19,0
xwines:23954,xwines,Cline Family Cellars,cline,drop,,drop,opt_recall<2,42,0
xwines:23955,xwines,Oberon,oberon,drop,,drop,opt_recall<2,16,0
xwines:23956,xwines,Quilt,quilt,drop,,drop,DF>cap_pospolite,267,0
xwines:23958,xwines,Pine Ridge,pine-ridge,drop,,drop,opt_recall<2,7,0
xwines:23961,xwines,SIMI,simi,drop,,drop,opt_recall<2,26,0
xwines:23962,xwines,The Federalist,the-federalist,drop,,drop,opt_recall<2,2,0
xwines:23964,xwines,Frank Family,frank,drop,,drop,DF>cap_pospolite,688,0
xwines:23967,xwines,Erath,erath,drop,,drop,opt_recall<2,2,0
xwines:23968,xwines,Sterling Vineyards,sterling,drop,,drop,DF>cap_pospolite,510,0
xwines:23970,xwines,14 Hands,14-hands,drop,,drop,opt_recall<2,1,0
xwines:23973,xwines,Hall,hall,drop,,drop,DF>cap_pospolite,1468,0
xwines:23975,xwines,Dominus,dominus,drop,,drop,opt_recall<2,9,0
xwines:23977,xwines,Ravenswood,ravenswood,drop,,drop,opt_recall<2,7,0
xwines:23980,xwines,Ironstone,ironstone,drop,,drop,opt_recall<2,2,0
xwines:23981,xwines,Ravage,ravage,drop,,drop,opt_recall<2,21,0
xwines:23982,xwines,Cupcake,cupcake,drop,,drop,opt_recall<2,83,0
xwines:23986,xwines,Predator,predator,drop,,drop,DF>cap_pospolite,264,0
xwines:23987,xwines,Shafer,shafer,drop,,drop,opt_recall<2,3,0
xwines:23989,xwines,Goldeneye,goldeneye,drop,,drop,opt_recall<2,25,0
xwines:23992,xwines,Groth,groth,drop,,drop,opt_recall<2,4,0
xwines:23993,xwines,Kirkland Signature,kirkland-signature,drop,,drop,opt_recall<2,16,0
xwines:23994,xwines,Mirassou,mirassou,drop,,drop,opt_recall<2,1,1
xwines:23995,xwines,Silverado Vineyards,silverado,drop,,drop,DF>cap_pospolite,404,1
xwines:24000,xwines,Domaine Drouhin,drouhin,drop,,drop,opt_recall<2,1,0
xwines:24002,xwines,Underwood,underwood,drop,,drop,opt_recall<2,47,0
xwines:24003,xwines,Ridge Vineyards,ridge,drop,,drop,DF>cap_pospolite,637,1
xwines:24005,xwines,Beaulieu Vineyard (BV),beaulieu,drop,,drop,opt_recall<2,28,0
xwines:24006,xwines,Quintessa,quintessa,drop,,drop,opt_recall<2,1,0
xwines:24007,xwines,Cannonball,cannonball,drop,,drop,opt_recall<2,9,0
xwines:24008,xwines,1924 Wines,1924,drop,,drop,opt_recall<2,22,1
xwines:24009,xwines,Honig,honig,drop,,drop,opt_recall<2,29,0
xwines:24010,xwines,Cloudline,cloudline,drop,,drop,opt_recall<2,1,0
xwines:24011,xwines,St. Francis,st-francis,drop,,drop,opt_recall<2,28,0
xwines:24012,xwines,Napa Cellars,napa,keep,wine|vino|vinho|wein|vinos|cabernet-sauvignon|chardonnay|malbec|merlot|petit-verdot,keep,required+optional@1,85,9
xwines:24013,xwines,Markham Vineyards,markham,drop,,drop,opt_recall<2,51,0
xwines:24014,xwines,Willamette Valley Vineyards,willamette-valley,drop,,drop,opt_recall<2,4,1
xwines:24015,xwines,Intrinsic,intrinsic,drop,,drop,opt_recall<2,13,0
xwines:24019,xwines,Angeline,angeline,drop,,drop,opt_recall<2,12,0
xwines:24020,xwines,Sebastiani,sebastiani,drop,,drop,opt_recall<2,5,0
xwines:24021,xwines,A to Z Wineworks,a-to-z-wineworks,drop,,drop,opt_recall<2,1,0
xwines:24022,xwines,JaM Cellars,jam,drop,,drop,DF>cap_pospolite,427,1
xwines:24023,xwines,Delicato,delicato,drop,,drop,opt_recall<2,1,0
xwines:24024,xwines,Chimney Rock,chimney-rock,drop,,drop,opt_recall<2,2,0
xwines:24025,xwines,Troublemaker,troublemaker,drop,,drop,opt_recall<2,12,0
xwines:24027,xwines,Flowers,flowers,drop,,drop,DF>cap_pospolite,831,0
xwines:24028,xwines,Raymond,raymond,drop,,drop,DF>cap_pospolite,303,1
xwines:24038,xwines,Cade,cade,drop,,drop,DF>cap_pospolite,208,0
xwines:24039,xwines,Textbook,textbook,drop,,drop,DF>cap_pospolite,589,0
xwines:24042,xwines,Calera,calera,drop,,drop,opt_recall<2,4,0
xwines:24043,xwines,EnRoute,enroute,drop,,drop,opt_recall<2,3,0
xwines:24044,xwines,Avalon,avalon,drop,,drop,opt_recall<2,82,0
xwines:24045,xwines,Bridlewood,bridlewood,drop,,drop,opt_recall<2,3,0
xwines:24048,xwines,Benziger,benziger,keep,wine|vino|vinho|wein|vinos|cabernet-sauvignon|chardonnay|merlot|pinot-noir|touriga-nacional,keep,required+optional@1,9,2
xwines:24052,xwines,Estancia,estancia,drop,,drop,opt_recall<2,21,0
xwines:24053,xwines,Domaine Serene,serene,drop,,drop,opt_recall<2,41,0
xwines:24056,xwines,Leviathan,leviathan,drop,,drop,opt_recall<2,51,0
xwines:24062,xwines,Redwood Vineyards,redwood,drop,,drop,opt_recall<2,78,0
xwines:24063,xwines,Argyle,argyle,drop,,drop,opt_recall<2,48,0
xwines:24064,xwines,Banshee Wines,banshee,drop,,drop,opt_recall<2,135,0
xwines:24065,xwines,Diora,diora,drop,,drop,opt_recall<2,1,0
xwines:24066,xwines,Buena Vista,buena-vista,drop,,drop,opt_recall<2,23,0
xwines:24069,xwines,Redwood Creek,redwood-creek,drop,,drop,opt_recall<2,1,0
xwines:24075,xwines,Precision,precision,drop,,drop,DF>cap_pospolite,336,0
xwines:24078,xwines,Blackstone,blackstone,drop,,drop,opt_recall<2,128,0
xwines:24083,xwines,Charles & Charles,charles-charles,drop,,drop,opt_recall<2,1,0
xwines:24084,xwines,Dry Creek Vineyard,dry-creek,drop,,drop,opt_recall<2,6,0
xwines:24086,xwines,Böen,boen,drop,,drop,opt_recall<2,6,0
xwines:24087,xwines,Vina Robles,robles,drop,,drop,opt_recall<2,53,1
xwines:24088,xwines,Irony,irony,drop,,drop,opt_recall<2,54,0
xwines:24089,xwines,Tuli,tuli,drop,,drop,opt_recall<2,10,0
xwines:24096,xwines,Etude,etude,drop,,drop,opt_recall<2,176,0
xwines:24097,xwines,King Estate,king,drop,,drop,DF>cap_pospolite,3599,1
xwines:24100,xwines,Columbia Winery,columbia,drop,,drop,DF>cap_pospolite,693,0
xwines:24101,xwines,Oak Ridge,oak-ridge,drop,,drop,opt_recall<2,8,0
xwines:24102,xwines,Venge Vineyards,venge,drop,,drop,opt_recall<2,57,0
xwines:24106,xwines,Acrobat,acrobat,drop,,drop,opt_recall<2,24,0
xwines:24110,xwines,The Big Top,big-top,drop,,drop,opt_recall<2,3,0
xwines:24111,xwines,Adelsheim,adelsheim,drop,,drop,opt_recall<2,4,0
xwines:24114,xwines,Landmark Vineyards,landmark,drop,,drop,opt_recall<2,130,0
xwines:24115,xwines,Turley,turley,drop,,drop,opt_recall<2,8,0
xwines:24116,xwines,Cosentino,cosentino,drop,,drop,opt_recall<2,31,0
xwines:24117,xwines,Cambria,cambria,drop,,drop,opt_recall<2,30,0
xwines:24118,xwines,LYNX,lynx,drop,,drop,opt_recall<2,52,0
xwines:24119,xwines,William Hill,william-hill,drop,,drop,opt_recall<2,2,0
xwines:24124,xwines,Kistler,kistler,drop,,drop,opt_recall<2,2,0
xwines:24125,xwines,Peju,peju,drop,,drop,opt_recall<2,2,0
xwines:24126,xwines,Taken,taken,drop,,drop,DF>cap_pospolite,1310,0
xwines:24127,xwines,The Arsonist,arsonist,drop,,drop,opt_recall<2,7,0
xwines:24128,xwines,Spellbound,spellbound,drop,,drop,opt_recall<2,23,0
xwines:24129,xwines,Eroica,eroica,drop,,drop,opt_recall<2,5,0
xwines:24130,xwines,J Vineyards,j,smiec,,drop,token<=2,2616,0
xwines:24131,xwines,B Side,b-side,drop,,drop,opt_recall<2,4,0
xwines:24132,xwines,Acacia,acacia,drop,,drop,opt_recall<2,46,0
xwines:24137,xwines,Grayson Cellars,grayson,drop,,drop,opt_recall<2,46,0
xwines:24139,xwines,Primarius,primarius,drop,,drop,opt_recall<2,1,0
xwines:24141,xwines,Tribunal,tribunal,drop,,drop,DF>cap_pospolite,294,0
xwines:24146,xwines,Gallo Family Vineyards,gallo,drop,,drop,opt_recall<2,75,1
xwines:24147,xwines,Macchia,macchia,drop,,drop,opt_recall<2,10,0
xwines:24148,xwines,Dunn,dunn,drop,,drop,opt_recall<2,151,0
xwines:24149,xwines,Kenzo Estate,kenzo,drop,,drop,opt_recall<2,21,1
xwines:24150,xwines,Motto,motto,drop,,drop,opt_recall<2,23,0
xwines:24151,xwines,Beringer,beringer,drop,,drop,opt_recall<2,2,0
xwines:24153,xwines,Folie à Deux,folie-a-deux,drop,,drop,opt_recall<2,1,0
xwines:24154,xwines,Emblem,emblem,drop,,drop,opt_recall<2,169,0
xwines:24156,xwines,Hedges Family Estate,hedges,drop,,drop,opt_recall<2,12,0
xwines:24159,xwines,Rhiannon,rhiannon,drop,,drop,opt_recall<2,10,0
xwines:24161,xwines,Continuum,continuum,drop,,drop,opt_recall<2,32,0
xwines:24162,xwines,Ghost Block,ghost-block,drop,,drop,opt_recall<2,1,0
xwines:24163,xwines,Buehler,buehler,drop,,drop,opt_recall<2,10,0
xwines:24164,xwines,Nielson,nielson,drop,,drop,opt_recall<2,1,0
xwines:24168,xwines,Locations,locations,drop,,drop,DF>cap_pospolite,4819,0
xwines:24172,xwines,Blackbird Vineyards,blackbird,drop,,drop,opt_recall<2,40,0
xwines:24175,xwines,SeaGlass,seaglass,drop,,drop,opt_recall<2,1,0
xwines:24176,xwines,Harlan Estate,harlan,drop,,drop,opt_recall<2,39,0
xwines:24177,xwines,Rabble,rabble,drop,,drop,opt_recall<2,3,0
xwines:24178,xwines,Kenwood,kenwood,drop,,drop,opt_recall<2,31,0
xwines:24180,xwines,Cult,cult,drop,,drop,DF>cap_pospolite,251,0
xwines:24182,xwines,Aquinas,aquinas,drop,,drop,opt_recall<2,11,0
xwines:24183,xwines,Witching Hour,witching-hour,drop,,drop,opt_recall<2,3,0
xwines:24190,xwines,Wild Horse,wild-horse,drop,,drop,opt_recall<2,14,0
xwines:24191,xwines,Saved,saved,drop,,drop,DF>cap_pospolite,354,0
xwines:24192,xwines,Red Diamond,red-diamond,drop,,drop,opt_recall<2,1,0
xwines:24195,xwines,Newton,newton,drop,,drop,DF>cap_pospolite,209,0
xwines:24196,xwines,Footsteps,footsteps,drop,,drop,opt_recall<2,28,0
xwines:24197,xwines,Domaine Carneros,carneros,drop,,drop,opt_recall<2,1,1
xwines:24198,xwines,Paradigm,paradigm,drop,,drop,opt_recall<2,49,0
xwines:24199,xwines,Emeritus Vineyards,emeritus,drop,,drop,opt_recall<2,111,0
xwines:24201,xwines,Bootleg,bootleg,drop,,drop,opt_recall<2,23,0
xwines:24202,xwines,Failla,failla,drop,,drop,opt_recall<2,1,0
xwines:24203,xwines,Flora Springs,flora-springs,drop,,drop,opt_recall<2,1,0
xwines:24205,xwines,Chalk Hill,chalk-hill,drop,,drop,opt_recall<2,2,1
xwines:24208,xwines,Imagery,imagery,drop,,drop,opt_recall<2,42,1
xwines:24209,xwines,DeLille Cellars,delille-cellars,drop,,drop,opt_recall<2,1,1
xwines:24210,xwines,Bergström,bergstrom,drop,,drop,opt_recall<2,8,0
xwines:24213,xwines,Blue Rock,blue-rock,drop,,drop,opt_recall<2,3,0
xwines:24214,xwines,Canyon Road,canyon-road,drop,,drop,opt_recall<2,5,0
xwines:24217,xwines,The Mascot,the-mascot,drop,,drop,opt_recall<2,79,0
xwines:24218,xwines,Chloe,chloe,drop,,drop,DF>cap_pospolite,286,0
xwines:24219,xwines,Cherry Pie,cherry-pie,drop,,drop,opt_recall<2,20,0
xwines:24220,xwines,Talbott,talbott,drop,,drop,opt_recall<2,4,0
xwines:24221,xwines,Poppy,poppy,drop,,drop,opt_recall<2,194,0
xwines:24222,xwines,Girard,girard,drop,,drop,opt_recall<2,27,0
xwines:24223,xwines,Whitehall Lane,whitehall-lane,drop,,drop,opt_recall<2,1,0
xwines:24225,xwines,Roederer Estate,roederer,drop,,drop,opt_recall<2,2,0
xwines:24226,xwines,Two Vines,two-vines,drop,,drop,opt_recall<2,1,0
xwines:24229,xwines,Round Hill,round-hill,drop,,drop,opt_recall<2,6,0
xwines:24234,xwines,Butternut,butternut,drop,,drop,opt_recall<2,81,0
xwines:24238,xwines,Rascal,rascal,drop,,drop,opt_recall<2,26,0
xwines:24239,xwines,Bonny Doon,bonny-doon,drop,,drop,opt_recall<2,1,0
xwines:24241,xwines,Western Cellars,western,drop,,drop,DF>cap_pospolite,1065,1
xwines:24244,xwines,Roustabout,roustabout,drop,,drop,opt_recall<2,1,0
xwines:24245,xwines,Altamura,altamura,drop,,drop,opt_recall<2,16,0
xwines:24247,xwines,Seven Falls,seven-falls,drop,,drop,opt_recall<2,3,0
xwines:24250,xwines,Cotillion,cotillion,drop,,drop,opt_recall<2,5,0
xwines:24251,xwines,Ladera,ladera,drop,,drop,opt_recall<2,10,0
xwines:24252,xwines,HandCraft,handcraft,drop,,drop,opt_recall<2,4,0
xwines:24253,xwines,Castle Rock,castle-rock,drop,,drop,opt_recall<2,42,0
xwines:24254,xwines,Spring Mountain Vineyard,spring-mountain,drop,,drop,opt_recall<2,2,0
xwines:24255,xwines,Marimar Estate,marimar,drop,,drop,opt_recall<2,1,0
xwines:24256,xwines,ZD Wines,zd,smiec,,drop,token<=2,1266,0
xwines:24257,xwines,Cocoon,cocoon,drop,,drop,opt_recall<2,22,0
xwines:24258,xwines,Double Black,double-black,smiec,,drop,styl/generyk,2,0
xwines:24259,xwines,Pacific Rim,pacific-rim,drop,,drop,opt_recall<2,7,0
xwines:24260,xwines,Matchbook,matchbook,drop,,drop,opt_recall<2,3,0
xwines:24262,xwines,Northstar,northstar,drop,,drop,opt_recall<2,21,0
xwines:24265,xwines,Antica,antica,drop,,drop,opt_recall<2,37,0
xwines:24268,xwines,A. Rafanelli,a-rafanelli,drop,,drop,opt_recall<2,1,1
xwines:24270,xwines,Pendulum,pendulum,drop,,drop,opt_recall<2,19,0
xwines:24271,xwines,Hewitt,hewitt,drop,,drop,opt_recall<2,169,0
xwines:24272,xwines,Odette,odette,drop,,drop,opt_recall<2,13,0
xwines:24275,xwines,Provenance,provenance,drop,,drop,opt_recall<2,8,0
xwines:24276,xwines,Ramey,ramey,drop,,drop,opt_recall<2,4,0
xwines:24277,xwines,Trader Joe's,trader-joes,drop,,drop,opt_recall<2,78,0
xwines:24278,xwines,Broadside,broadside,drop,,drop,opt_recall<2,5,0
xwines:24280,xwines,Lancaster Estate,lancaster,drop,,drop,DF>cap_pospolite,239,2
xwines:24281,xwines,Laetitia,laetitia,drop,,drop,opt_recall<2,116,0
xwines:24283,xwines,Uppercut,uppercut,drop,,drop,opt_recall<2,4,0
xwines:24284,xwines,Lake Sonoma,lake-sonoma,drop,,drop,opt_recall<2,1,0
xwines:24286,xwines,Rex Hill,rex-hill,drop,,drop,opt_recall<2,1,0
xwines:24290,xwines,Eisele Vineyard,eisele,drop,,drop,opt_recall<2,2,0
xwines:24291,xwines,Broc Cellars,broc,drop,,drop,opt_recall<2,9,0
xwines:24300,xwines,Parducci,parducci,drop,,drop,opt_recall<2,1,0
xwines:24301,xwines,Clarkson,clarkson,drop,,drop,opt_recall<2,132,0
xwines:24303,xwines,Black Box,black-box,drop,,drop,opt_recall<2,26,0
xwines:24304,xwines,Chariot,chariot,drop,,drop,opt_recall<2,35,0
xwines:24306,xwines,Beran,beran,drop,,drop,opt_recall<2,1,0
xwines:24309,xwines,Black Ink,black-ink,drop,,drop,opt_recall<2,54,0
xwines:24312,xwines,Domaine Ste. Michelle,ste-michelle,drop,,drop,opt_recall<2,2,0
xwines:24313,xwines,Hourglass,hourglass,drop,,drop,opt_recall<2,24,0
xwines:24315,xwines,Adulation,adulation,drop,,drop,opt_recall<2,2,0
xwines:24316,xwines,Hanna,hanna,drop,,drop,opt_recall<2,98,0
xwines:24319,xwines,Morgan,morgan,drop,,drop,DF>cap_pospolite,1064,0
xwines:24320,xwines,Lail Vineyards,lail,drop,,drop,opt_recall<2,28,0
xwines:24322,xwines,Akiyoshi,akiyoshi,drop,,drop,opt_recall<2,2,0
xwines:24325,xwines,Cleaver,cleaver,drop,,drop,opt_recall<2,16,0
xwines:24327,xwines,Storypoint,storypoint,drop,,drop,opt_recall<2,82,0
xwines:24333,xwines,River Road,river-road,drop,,drop,opt_recall<2,17,0
xwines:24335,xwines,Pike Road,pike-road,drop,,drop,opt_recall<2,2,0
xwines:24337,xwines,Cain,cain,drop,,drop,opt_recall<2,70,0
xwines:24338,xwines,Peter Michael,peter-michael,drop,,drop,opt_recall<2,1,0
xwines:24339,xwines,Goldschmidt Vineyards,goldschmidt,drop,,drop,opt_recall<2,4,0
xwines:24340,xwines,Realm,realm,drop,,drop,DF>cap_pospolite,214,0
xwines:24341,xwines,Beaux Frères,beaux-freres,drop,,drop,opt_recall<2,1,0
xwines:24342,xwines,Valravn,valravn,drop,,drop,opt_recall<2,1,0
xwines:24343,xwines,Chronic,chronic,drop,,drop,opt_recall<2,194,0
xwines:24344,xwines,Woodhaven,woodhaven,drop,,drop,opt_recall<2,9,0
xwines:24346,xwines,Amici,amici,drop,,drop,DF>cap_pospolite,389,0
xwines:24347,xwines,Iter,iter,drop,,drop,opt_recall<2,9,0
xwines:24348,xwines,Cardinale,cardinale,drop,,drop,opt_recall<2,32,0
xwines:24355,xwines,Screaming Eagle,screaming-eagle,drop,,drop,opt_recall<2,1,0
xwines:24356,xwines,Summer Water,summer-water,drop,,drop,opt_recall<2,5,0
xwines:24359,xwines,Dunham Cellars,dunham,drop,,drop,opt_recall<2,20,0
xwines:24362,xwines,Edge,edge,drop,,drop,DF>cap_pospolite,984,0
xwines:24363,xwines,Turnbull,turnbull,drop,,drop,opt_recall<2,9,0
xwines:24364,xwines,Burgess,burgess,drop,,drop,opt_recall<2,37,0
xwines:24365,xwines,Whiplash,whiplash,drop,,drop,opt_recall<2,130,0
xwines:24366,xwines,Neal Family Vineyards,neal,drop,,drop,opt_recall<2,72,0
xwines:24368,xwines,Roth,roth,drop,,drop,opt_recall<2,132,0
xwines:24370,xwines,Bevan Cellars,bevan,drop,,drop,opt_recall<2,5,0
xwines:24371,xwines,Lange,lange,drop,,drop,DF>cap_pospolite,366,1
xwines:24372,xwines,Exitus,exitus,drop,,drop,opt_recall<2,1,0
xwines:24376,xwines,Sobon Estate,sobon,drop,,drop,opt_recall<2,5,0
xwines:24377,xwines,Artesa,artesa,drop,,drop,opt_recall<2,2,0
xwines:24378,xwines,Booker,booker,drop,,drop,opt_recall<2,65,0
xwines:24379,xwines,Buccella,buccella,drop,,drop,opt_recall<2,1,0
xwines:24380,xwines,Sanford,sanford,drop,,drop,opt_recall<2,68,0
xwines:24381,xwines,Hundred Acre,hundred-acre,drop,,drop,opt_recall<2,1,0
xwines:24382,xwines,Coelho Winery,coelho,drop,,drop,opt_recall<2,37,0
xwines:24387,xwines,The Crusher,crusher,drop,,drop,DF>cap_pospolite,1363,13
xwines:24390,xwines,The Carnival,the-carnival,drop,,drop,opt_recall<2,7,0
xwines:24391,xwines,Old Soul,old-soul,drop,,drop,opt_recall<2,6,0
xwines:24392,xwines,JAX Vineyards,jax,drop,,drop,DF>cap_pospolite,285,0
xwines:24395,xwines,Maison l'Envoye,lenvoye,drop,,drop,opt_recall<2,1,0
xwines:24396,xwines,Submission,submission,drop,,drop,DF>cap_pospolite,296,0
xwines:24397,xwines,Hangtime,hangtime,drop,,drop,opt_recall<2,1,0
xwines:24398,xwines,Miner,miner,drop,,drop,opt_recall<2,89,0
xwines:24400,xwines,Daniel Cohn,daniel-cohn,drop,,drop,opt_recall<2,2,0
xwines:24401,xwines,Familia Nueva Vineyards,familia-nueva,drop,,drop,opt_recall<2,1,0
xwines:24402,xwines,Atlas Peak,atlas-peak,drop,,drop,opt_recall<2,3,0
xwines:24403,xwines,Duck Pond,duck-pond,drop,,drop,opt_recall<2,5,0
xwines:24408,xwines,Scotto Family Wines,scotto,drop,,drop,opt_recall<2,1,0
xwines:24409,xwines,Sledgehammer,sledgehammer,drop,,drop,opt_recall<2,5,0
xwines:24412,xwines,L'Aventure,laventure,drop,,drop,opt_recall<2,16,0
xwines:24419,xwines,Eagle Creek,eagle-creek,drop,,drop,opt_recall<2,6,0
xwines:24421,xwines,Lola,lola,drop,,drop,DF>cap_pospolite,239,0
xwines:24424,xwines,Kamen,kamen,drop,,drop,opt_recall<2,134,0
xwines:24425,xwines,Scarecrow,scarecrow,drop,,drop,opt_recall<2,18,0
xwines:24426,xwines,Stone Cellars,stone,drop,,drop,DF>cap_pospolite,1424,0
xwines:24427,xwines,St. Clement,st-clement,drop,,drop,opt_recall<2,1,0
xwines:24431,xwines,Carlo Rossi,carlo-rossi,drop,,drop,opt_recall<2,1,0
xwines:24434,xwines,Aviary,aviary,drop,,drop,opt_recall<2,13,0
xwines:24435,xwines,Caretaker,caretaker,drop,,drop,opt_recall<2,29,0
xwines:24437,xwines,The Calling,the-calling,drop,,drop,opt_recall<2,4,0
