id,keyword,keyword_variants,optional,category,country,maker,extra,sources,aka
Inchgower,inchgower,inchgower,whisky,whisky,,,,twe_brands,
Inchmoan,inchmoan,inchmoan,whisky,whisky,,,,twe_brands,
Inchmurrin,inchmurrin,inchmurrin,whisky,whisky,,,,twe_brands,
Inverleven,inverleven,inverleven,whisky,whisky,,,,twe_brands,
Johnny Cree,johnny-cree,johnny-cree,whisky,whisky,,,,twe_brands,
Jura,jura,jura,whisky,whisky,,,,twe_brands,
Kilchoman,kilchoman,kilchoman,whisky,whisky,,,,twe_brands,
Kilkerran,kilkerran,kilkerran,whisky,whisky,,,,twe_brands,
Killyloch,killyloch,killyloch,whisky,whisky,,,,alkohole_wikidata|twe_brands,
Kinclaith,kinclaith,kinclaith,whisky,whisky,,,,twe_brands,
Kingsbarns,kingsbarns,kingsbarns,whisky,whisky,,,,twe_brands,
Kininvie,kininvie,kininvie,whisky,whisky,,,,twe_brands,
Knockando,knockando,knockando,whisky,whisky,,,,twe_brands,
Knockdhu,knockdhu,knockdhu,whisky,whisky,,,,twe_brands,
Ladyburn,ladyburn,ladyburn,whisky,whisky,,,,twe_brands,
Lagavulin,lagavulin,lagavulin,whisky,whisky,,,,twe_brands,
Lagg,lagg,lagg,whisky,whisky,,,,twe_brands,
Laphroaig,laphroaig,laphroaig,whisky,whisky,,,,twe_brands,
Ledaig,ledaig,ledaig,whisky,whisky,,,,twe_brands,
Linkwood,linkwood,linkwood,whisky,whisky,,,,twe_brands,
Linlithgow,linlithgow,linlithgow,whisky,whisky,,,,twe_brands,
Littlemill,littlemill,littlemill,whisky,whisky,,,,twe_brands,
Loch Dhu,loch-dhu,loch-dhu,whisky,whisky,,,,twe_brands,
Lochlea,lochlea,lochlea,whisky,whisky,,,,twe_brands,
Longmorn,longmorn,longmorn,whisky,whisky,,,,twe_brands,
Longrow,longrow,longrow,whisky,whisky,,,,twe_brands,
Macallan,macallan,macallan,whisky,whisky,,,,twe_brands,
Macduff,macduff,macduff,whisky,whisky,,,,twe_brands,
MacPhail's,macphails,macphails,whisky,whisky,,,,twe_brands,
Mac-Talla,mac-talla,mac-talla,whisky,whisky,,,,twe_brands,
Mannochmore,mannochmore,mannochmore,whisky,whisky,,,,twe_brands,
Meikle Toir,meikle-toir,meikle-toir,whisky,whisky,,,,twe_brands,
Millburn,millburn,millburn,whisky,whisky,,,,twe_brands,
Miltonduff,miltonduff,miltonduff,whisky,whisky,,,,twe_brands,
Mortlach,mortlach,mortlach,whisky,whisky,,,,twe_brands,
Mosstowie,mosstowie,mosstowie,whisky,whisky,,,,twe_brands,
Nc'nean,ncnean,ncnean,whisky,whisky,,,,twe_brands,
North Port (Brechin),north-port,north-port,whisky,whisky,,,,twe_brands,
Oban,oban,oban,whisky,whisky,,,,twe_brands,
Octomore,octomore,octomore,whisky,whisky,,,,twe_brands,
Old Ballantruan,old-ballantruan,old-ballantruan,whisky,whisky,,,,twe_brands,
Old Elgin,old-elgin,old-elgin,whisky,whisky,,,,twe_brands,
Old Orkney,old-orkney,old-orkney,whisky,whisky,,,,twe_brands,
Old Pulteney,old-pulteney,old-pulteney,whisky,whisky,,,,twe_brands,
Old Rhosdhu,old-rhosdhu,old-rhosdhu,whisky,whisky,,,,twe_brands,
Pittyvaich,pittyvaich,pittyvaich,whisky,whisky,,,,twe_brands,
Port Askaig,port-askaig,port-askaig,whisky,whisky,,,,twe_brands,
Port Charlotte,port-charlotte,port-charlotte,whisky,whisky,,,,twe_brands,
Port Ellen,port-ellen,port-ellen,whisky,whisky,,,,twe_brands,
Pride of Islay,pride-of-islay,pride-of-islay,whisky,whisky,,,,twe_brands,
Pride of Strathspey,pride-of-strathspey,pride-of-strathspey,whisky,whisky,,,,twe_brands,
Rosebank,rosebank,rosebank,whisky,whisky,,,,twe_brands,
Roseisle,roseisle,roseisle,whisky,whisky,,,,twe_brands,
Royal Brackla,royal-brackla,royal-brackla,whisky,whisky,,,,twe_brands,
Royal Lochnagar,royal-lochnagar,royal-lochnagar,whisky,whisky,,,,twe_brands,
Scapa,scapa,scapa,whisky,whisky,,,,twe_brands,
Singleton,singleton,singleton,whisky,whisky,,,,twe_brands,
Singleton of Dufftown,singleton-of-dufftown,singleton-of-dufftown,whisky,whisky,,,,twe_brands,
Smokehead,smokehead,smokehead,whisky,whisky,,,,twe_brands,
Spey,spey,spey,whisky,whisky,,,,twe_brands,
Speyburn,speyburn,speyburn,whisky,whisky,,,,twe_brands,
Speyside,speyside,speyside,whisky,whisky,,,,twe_brands,
Springbank,springbank,springbank,whisky,whisky,,,,twe_brands,
St Magdalene,st-magdalene,st-magdalene,whisky,whisky,,,,twe_brands,
Strathearn,strathearn,strathearn,whisky,whisky,,,,twe_brands,
Strathisla,strathisla,strathisla,whisky,whisky,,,,twe_brands,
Strathmill,strathmill,strathmill,whisky,whisky,,,,twe_brands,
Talisker,talisker,talisker,whisky,whisky,,,,twe_brands,
Tamdhu,tamdhu,tamdhu,whisky,whisky,,,,twe_brands,
Tamnavulin,tamnavulin,tamnavulin,whisky,whisky,,,,twe_brands,
Tomatin,tomatin,tomatin,whisky,whisky,,,,twe_brands,
Tomintoul,tomintoul,tomintoul,whisky,whisky,,,,twe_brands,
Torabhaig,torabhaig,torabhaig,whisky,whisky,,,,twe_brands,
Tormore,tormore,tormore,whisky,whisky,,,,twe_brands,
Tullibardine,tullibardine,tullibardine,whisky,whisky,,,,twe_brands,
Undisclosed Distillery,undisclosed-distillery,undisclosed-distillery,whisky,whisky,,,,twe_brands,
Wolfburn,wolfburn,wolfburn,whisky,whisky,,,,twe_brands,
Aalborg,aalborg,aalborg,spirits,spirits,,,,twe_brands,
ABA,aba,aba,spirits,spirits,,,,twe_brands,
Abelha,abelha,abelha,spirits,spirits,,,,twe_brands,
Abou Elias,abou-elias,abou-elias,spirits,spirits,,,,twe_brands,
Absente 55,absente-55,absente-55,spirits,spirits,,,,twe_brands,
Agave Australis,agave-australis,agave-australis,spirits,spirits,,,,twe_brands,
Aguamiel,aguamiel,aguamiel,spirits,spirits,,,,twe_brands,
Ahus Akvavit,ahus-akvavit,ahus-akvavit,spirits,spirits,,,,twe_brands,
Amboka,amboka,amboka,spirits,spirits,,,,twe_brands,
Antinori,antinori,antinori,spirits,spirits,,,,twe_brands,
Arack As-Samir,arack-as-samir,arack-as-samir,spirits,spirits,,,,twe_brands,
Ararat,ararat,ararat,spirits|wine|brandy|armenia|yerevan-brandy-company,spirits|wine|brandy,Armenia,Yerevan Brandy Company,,alkohole_wikidata|twe_brands,
Assenzio,assenzio,assenzio,spirits,spirits,,,,twe_brands,
Avallen,avallen,avallen,spirits,spirits,,,,twe_brands,
Ban,ban,ban,spirits,spirits,,,,twe_brands,
Barsol,barsol,barsol,spirits,spirits,,,,twe_brands,
Berghof,berghof,berghof,spirits,spirits,,,,twe_brands,
Berneroy,berneroy,berneroy,spirits,spirits,,,,twe_brands,
Birds,birds,birds,spirits,spirits,,,,twe_brands,
Bodega,bodega,bodega,spirits,spirits,,,,twe_brands,
Bodega Murga,bodega-murga,bodega-murga,spirits,spirits,,,,twe_brands,
Boukha,boukha,boukha,spirits,spirits,,,,twe_brands,
Boulard,boulard,boulard,spirits,spirits,,,,twe_brands,
Busnel,busnel,busnel,spirits,spirits,,,,twe_brands,
Campo de Encanto,campo-de-encanto,campo-de-encanto,spirits,spirits,,,,twe_brands,
Camut,camut,camut,spirits,spirits,,,,twe_brands,
Capovilla,capovilla,capovilla,spirits,spirits,,,,twe_brands,
Carlos I,carlos-i,carlos-i,spirits,spirits,,,,twe_brands,
Charmed Circle,charmed-circle,charmed-circle,spirits,spirits,,,,twe_brands,
Chateau du Breuil,chateau-du-breuil,chateau-du-breuil,spirits,spirits,,,,twe_brands,
Coeur du Breuil,coeur-du-breuil,coeur-du-breuil,spirits,spirits,,,,twe_brands,
Daisi,daisi,daisi,spirits,spirits,,,,twe_brands,
Demonio De Los Andes,demonio-de-los-andes,demonio-de-los-andes,spirits,spirits,,,,twe_brands,
Didier Lemorton,didier-lemorton,didier-lemorton,spirits,spirits,,,,twe_brands,
Distilleria Francesco S. Massenza,distilleria-francesco-s-massenza,distilleria-francesco-s-massenza,spirits,spirits,,,,twe_brands,
Domus,domus,domus,spirits,spirits,,,,twe_brands,
Drouet,drouet,drouet,spirits,spirits,,,,twe_brands,
Du Coquerel,du-coquerel,du-coquerel,spirits,spirits,,,,twe_brands,
Dupont,dupont,dupont,spirits,spirits,,,,twe_brands,
El Cabron,el-cabron,el-cabron,spirits,spirits,,,,twe_brands,
El Gobernador,el-gobernador,el-gobernador,spirits,spirits,,,,twe_brands,
El Massaya,el-massaya,el-massaya,spirits,spirits,,,,twe_brands,
Empirical,empirical,empirical,spirits,spirits,,,,twe_brands,
Empirical Spirits,empirical-spirits,empirical-spirits,,spirits,,,,twe_brands,
Eric Bordelet,eric-bordelet,eric-bordelet,spirits,spirits,,,,twe_brands,
Francesco S. Massenza,francesco-s-massenza,francesco-s-massenza,spirits,spirits,,,,twe_brands,
Fundador,fundador,fundador,spirits,spirits,,,,twe_brands,
Gaja,gaja,gaja,spirits,spirits,,,,twe_brands,
Germana,germana,germana,spirits,spirits,,,,twe_brands,
Gran Duque D'Alba,gran-duque-dalba,gran-duque-dalba,spirits,spirits,,,,twe_brands,
Grand Absente,grand-absente,grand-absente,spirits,spirits,,,,twe_brands,
Hacienda de Chihuahua,hacienda-de-chihuahua,hacienda-de-chihuahua,spirits,spirits,,,,twe_brands,
Hapsburg,hapsburg,hapsburg,spirits,spirits,,,,twe_brands,
Hautes Glaces,hautes-glaces,hautes-glaces,spirits|whisky,spirits|whisky,,,,twe_brands,
Henry de Querville,henry-de-querville,henry-de-querville,spirits,spirits,,,,twe_brands,
Hikari,hikari,hikari,spirits,spirits,,,,twe_brands,
Hong Yun,hong-yun,hong-yun,spirits,spirits,,,,twe_brands,
Hongxing,hongxing,hongxing,spirits,spirits,,,,twe_brands,
Hwasim,hwasim,hwasim,spirits,spirits,,,,twe_brands,
Iichiko,iichiko,iichiko,spirits,spirits,,,,twe_brands,
J&J Brewery,j-j-brewery,j-j-brewery|j-and-j-brewery,spirits,spirits,,,,twe_brands,
Jelinek,jelinek,jelinek,spirits,spirits,,,,twe_brands,
Jinmaek,jinmaek,jinmaek,spirits,spirits,,,,twe_brands,
Joeunsool,joeunsool,joeunsool,spirits,spirits,,,,twe_brands,
Julia,julia,julia,spirits,spirits,,,,twe_brands,
Kweichow,kweichow,kweichow,spirits,spirits,,,,twe_brands,
Kweichow Moutai,kweichow-moutai,kweichow-moutai,spirits,spirits,,,,twe_brands,
La Diablada,la-diablada,la-diablada,spirits,spirits,,,,twe_brands,
La Fée,la-fee,la-fee,spirits,spirits,,,,twe_brands,
La Higuera,la-higuera,la-higuera,spirits,spirits,,,,twe_brands,
La Travesia,la-travesia,la-travesia,spirits,spirits,,,,twe_brands,
La Venenosa,la-venenosa,la-venenosa,spirits,spirits,,,,twe_brands,
Laird's,lairds,lairds,spirits,spirits,,,,twe_brands,
Lalocura,lalocura,lalocura,spirits,spirits,,,,twe_brands,
Lang Pai Te,lang-pai-te,lang-pai-te,spirits,spirits,,,,twe_brands,
Leblon,leblon,leblon,spirits,spirits,,,,twe_brands,
Lemorton,lemorton,lemorton,spirits,spirits,,,,twe_brands,
Lepanto,lepanto,lepanto,spirits,spirits,,,,twe_brands,
Linie,linie,linie,spirits,spirits,,,,twe_brands,
Louis Lemorton,louis-lemorton,louis-lemorton,spirits,spirits,,,,twe_brands,
Louis Roque,louis-roque,louis-roque,spirits,spirits,,,,twe_brands,
Luigi Francoli,luigi-francoli,luigi-francoli,spirits,spirits,,,,twe_brands,
Luzhou Laojiao,luzhou-laojiao,luzhou-laojiao,spirits,spirits,,,,alkohole_wikidata|twe_brands,
Macchu,macchu,macchu,spirits,spirits,,,,twe_brands,
Macieira,macieira,macieira,spirits,spirits,,,,twe_brands,
Mad,mad,mad,spirits,spirits,,,,twe_brands,
Maltrana,maltrana,maltrana,spirits,spirits,,,,twe_brands,
Marquis de Montdidier,marquis-de-montdidier,marquis-de-montdidier,spirits,spirits,,,,twe_brands,
Maya Pistola,maya-pistola,maya-pistola,spirits,spirits,,,,twe_brands,
Michel Huard,michel-huard,michel-huard,spirits,spirits,,,,twe_brands,
Ming River,ming-river,ming-river,spirits,spirits,,,,twe_brands,
Morin,morin,morin,spirits,spirits,,,,twe_brands,
Nocheluna,nocheluna,nocheluna,spirits,spirits,,,,twe_brands,
O.P Anderson,o-p-anderson,o-p-anderson,spirits,spirits,,,,twe_brands,
Ono,ono,ono,spirits,spirits,,,,twe_brands,
Otogo,otogo,otogo,spirits,spirits,,,,twe_brands,
Pal’alma,palalma,palalma,spirits,spirits,,,,twe_brands,
Paul John,paul-john,paul-john,spirits|whisky|india|john-distilleries,spirits|whisky,India,John Distilleries,,alkohole_wikidata|twe_brands,
Pierre Huet,pierre-huet,pierre-huet,spirits,spirits,,,,twe_brands,
Pojer e Sandri,pojer-e-sandri,pojer-e-sandri,spirits,spirits,,,,twe_brands,
Poongjeong,poongjeong,poongjeong,spirits,spirits,,,,twe_brands,
Quarter Proof,quarter-proof,quarter-proof,spirits,spirits,,,,twe_brands,
Roger Groult,roger-groult,roger-groult,spirits,spirits,,,,twe_brands,
Romano Levi,romano-levi,romano-levi,spirits,spirits,,,,twe_brands,
San Leonardo,san-leonardo,san-leonardo,spirits,spirits,,,,twe_brands,
Satoh,satoh,satoh,spirits,spirits,,,,twe_brands,
Sebor,sebor,sebor,spirits,spirits,,,,twe_brands,
Seven Tails,seven-tails,seven-tails,spirits,spirits,,,,twe_brands,
Sin Gusano,sin-gusano,sin-gusano,spirits,spirits,,,,twe_brands,
Singani 63,singani-63,singani-63,spirits,spirits,,,,twe_brands,
Soberano,soberano,soberano,spirits,spirits,,,,twe_brands,
Somerset Cider,somerset-cider,somerset-cider,spirits,spirits,,,,twe_brands,
Sotoleros,sotoleros,sotoleros,spirits,spirits,,,,twe_brands,
St Remy,st-remy,st-remy,spirits,spirits,,,,twe_brands,
Sulseam,sulseam,sulseam,spirits,spirits,,,,twe_brands,
Taikun,taikun,taikun,spirits,spirits,,,,twe_brands,
Theakston,theakston,theakston,spirits,spirits,,,,twe_brands,
Three Barrels,three-barrels,three-barrels,spirits,spirits,,,,twe_brands,
Toyonaga,toyonaga,toyonaga,spirits,spirits,,,,twe_brands,
Twenty,twenty,twenty,spirits,spirits,,,,twe_brands,
Vecchia Romagna,vecchia-romagna,vecchia-romagna,spirits,spirits,,,,twe_brands,
Velho Barreiro,velho-barreiro,velho-barreiro,spirits,spirits,,,,twe_brands,
Verdor,verdor,verdor,spirits,spirits,,,,twe_brands,
Vulson,vulson,vulson,spirits|whisky,spirits|whisky,,,,twe_brands,
Waqar,waqar,waqar,spirits,spirits,,,,twe_brands,
Weber Haus,weber-haus,weber-haus,spirits,spirits,,,,twe_brands,
Wihayo,wihayo,wihayo,spirits,spirits,,,,twe_brands,
Wuliangye,wuliangye,wuliangye,spirits,spirits,,,,alkohole_wikidata|twe_brands,
Xinghuacun,xinghuacun,xinghuacun,spirits,spirits,,,,twe_brands,
Yaguara,yaguara,yaguara,spirits,spirits,,,,twe_brands,
Yamanomori,yamanomori,yamanomori,spirits,spirits,,,,twe_brands,
Yeni,yeni,yeni,spirits,spirits,,,,twe_brands,
Ysabel Regina,ysabel-regina,ysabel-regina,spirits,spirits,,,,twe_brands,
Abasolo,abasolo,abasolo,whisky,whisky,,,,twe_brands,
Aber Falls,aber-falls,aber-falls,whisky,whisky,,,,twe_brands,
Aikan,aikan,aikan,whisky,whisky,,,,twe_brands,
Amaethon,amaethon,amaethon,whisky,whisky,,,,twe_brands,
Amahagan,amahagan,amahagan,whisky,whisky,,,,twe_brands,
Arlett,arlett,arlett,whisky,whisky,,,,twe_brands,
Armorik,armorik,armorik,whisky,whisky,,,,twe_brands,
autes Glaces,autes-glaces,autes-glaces,whisky,whisky,,,,twe_brands,
Backwoods,backwoods,backwoods,whisky,whisky,,,,twe_brands,
Bakery Hill,bakery-hill,bakery-hill,whisky,whisky,,,,twe_brands,
Bankhall,bankhall,bankhall,whisky,whisky,,,,twe_brands,
Blavier,blavier,blavier,whisky,whisky,,,,twe_brands,
Box,box,box,whisky,whisky,,,,twe_brands,
Brenne,brenne,brenne,whisky,whisky,,,,twe_brands,
Cardrona,cardrona,cardrona,whisky,whisky,,,,twe_brands,
Carpathian,carpathian,carpathian,whisky,whisky,,,,twe_brands,
Castan-Vilanova,castan-vilanova,castan-vilanova,whisky,whisky,,,,twe_brands,
Circumstance,circumstance,circumstance,whisky,whisky,,,,twe_brands,
Circumstantial,circumstantial,circumstantial,whisky,whisky,,,,twe_brands,
Coastal Stone,coastal-stone,coastal-stone,whisky,whisky,,,,twe_brands,
Copenhagen,copenhagen,copenhagen,whisky,whisky,,,,twe_brands,
Corowa,corowa,corowa,whisky,whisky,,,,twe_brands,
Dartmoor,dartmoor,dartmoor,whisky,whisky,,,,twe_brands,
Distillerie de Paris,distillerie-de-paris,distillerie-de-paris,whisky,whisky,,,,twe_brands,
Equipos Navazos,equipos-navazos,equipos-navazos,whisky,whisky,,,,twe_brands,
Feddie,feddie,feddie,whisky,whisky,,,,twe_brands,
Fielden,fielden,fielden,whisky,whisky,,,,twe_brands,
Filey Bay,filey-bay,filey-bay,whisky,whisky,,,,twe_brands,
Finch,finch,finch,whisky,whisky,,,,twe_brands,
Fleurieu,fleurieu,fleurieu,whisky,whisky,,,,twe_brands,
Floki,floki,floki,whisky,whisky,,,,twe_brands,
Glann Ar Mor,glann-ar-mor,glann-ar-mor,whisky,whisky,,,,twe_brands,
Godawan,godawan,godawan,whisky,whisky,,,,twe_brands,
Gwalarn,gwalarn,gwalarn,whisky,whisky,,,,twe_brands,
Hardenberg,hardenberg,hardenberg,whisky,whisky,,,,twe_brands,
Hatozaki,hatozaki,hatozaki,whisky,whisky,,,,twe_brands,
Hellyers Road,hellyers-road,hellyers-road,whisky,whisky,,,,twe_brands,
Helsink,helsink,helsink,whisky,whisky,,,,twe_brands,
High Coast,high-coast,high-coast,whisky,whisky,,,,twe_brands,
Hordeum,hordeum,hordeum,whisky,whisky,,,,twe_brands,
Indri,indri,indri,whisky|india,whisky,India,,,alkohole_wikidata|twe_brands,
Indri Dru,indri-dru,indri-dru,whisky,whisky,,,,twe_brands,
Jaar,jaar,jaar,whisky,whisky,,,,twe_brands,
Jiu Hai Bu Gan,jiu-hai-bu-gan,jiu-hai-bu-gan,whisky,whisky,,,,twe_brands,
Kaiyo,kaiyo,kaiyo,whisky,whisky,,,,twe_brands,
Kavalan,kavalan,kavalan,whisky,whisky,,,,twe_brands,
Ki One,ki-one,ki-one,whisky,whisky,,,,twe_brands,
Kimchangsoo,kimchangsoo,kimchangsoo,whisky,whisky,,,,twe_brands,
Kornog,kornog,kornog,whisky,whisky,,,,twe_brands,
La Piautre,la-piautre,la-piautre,whisky,whisky,,,,twe_brands,
La Roche Aux Fees,la-roche-aux-fees,la-roche-aux-fees,whisky,whisky,,,,twe_brands,
Laizhou,laizhou,laizhou,whisky,whisky,,,,twe_brands,
Langatun,langatun,langatun,whisky,whisky,,,,twe_brands,
Launceston,launceston,launceston,whisky,whisky,,,,twe_brands,
Le Breuil,le-breuil,le-breuil,whisky,whisky,,,,twe_brands,
London Distillery Company,london-distillery-company,london-distillery-company,whisky,whisky,,,,twe_brands,
Michel Couvreur,michel-couvreur,michel-couvreur,whisky,whisky,,,,twe_brands,
Milk & Honey,milk-honey,milk-honey|milk-and-honey,whisky,whisky,,,,twe_brands,
Millstone,millstone,millstone,whisky,whisky,,,,twe_brands,
Morris,morris,morris,whisky,whisky,,,,twe_brands,
Muteman,muteman,muteman,whisky,whisky,,,,twe_brands,
Myken,myken,myken,whisky,whisky,,,,twe_brands,
New Zealand Whisky Company,new-zealand-whisky-company,new-zealand-whisky-company,,whisky,,,,twe_brands,
Oxford,oxford,oxford,whisky,whisky,,,,twe_brands,
Pelter,pelter,pelter,whisky,whisky,,,,twe_brands,
Penderyn,penderyn,penderyn,whisky,whisky,,,,twe_brands,
Pokeno,pokeno,pokeno,whisky,whisky,,,,twe_brands,
Prakaan,prakaan,prakaan,whisky,whisky,,,,twe_brands,
Rampur,rampur,rampur,whisky,whisky,,,,twe_brands,
Rosemaund Farm,rosemaund-farm,rosemaund-farm,whisky,whisky,,,,twe_brands,
Rozelieures,rozelieures,rozelieures,whisky,whisky,,,,twe_brands,
Saillt Mor,saillt-mor,saillt-mor,whisky,whisky,,,,twe_brands,
Secale,secale,secale,whisky,whisky,,,,twe_brands,
Seven Seals,seven-seals,seven-seals,whisky,whisky,,,,twe_brands,
Shinju,shinju,shinju,whisky,whisky,,,,twe_brands,
Smogen,smogen,smogen,whisky,whisky,,,,twe_brands,
Starward,starward,starward,whisky,whisky,,,,twe_brands,
Stauning,stauning,stauning,whisky,whisky,,,,twe_brands,
Sullivans Cove,sullivans-cove,sullivans-cove,whisky,whisky,,,,twe_brands,
Taketsuru,taketsuru,taketsuru,whisky,whisky,,,,twe_brands,
Teerenpeli,teerenpeli,teerenpeli,whisky,whisky,,,,twe_brands,
The English Distillery,the-english-distillery,the-english-distillery,whisky,whisky,,,,twe_brands,
The Gospel,the-gospel,the-gospel,whisky,whisky,,,,twe_brands,
The Heart Cut,the-heart-cut,the-heart-cut,whisky,whisky,,,,twe_brands,
The Sandebud,the-sandebud,the-sandebud,whisky,whisky,,,,twe_brands,
Thomson,thomson,thomson,whisky,whisky,,,,twe_brands,
Thy,thy,thy,whisky,whisky,,,,twe_brands,
Tokinoka,tokinoka,tokinoka,whisky,whisky,,,,twe_brands,
Version Francaise,version-francaise,version-francaise,whisky,whisky,,,,twe_brands,
Wambrechies,wambrechies,wambrechies,whisky,whisky,,,,twe_brands,
Weetwood,weetwood,weetwood,whisky,whisky,,,,twe_brands,
White Peak,white-peak,white-peak,whisky,whisky,,,,twe_brands,
Yushan,yushan,yushan,whisky,whisky,,,,twe_brands,
Carling,carling,carling|carling-brewery,beer,beer,,,,alkohole_wikidata,
Centre Vinicole—Champagne Nicolas Feuillatte,centre-vinicole-champagne-nicolas-feuillatte,centre-vinicole-champagne-nicolas-feuillatte|champagne-nicolas-feuillatte|nicolas-feuillatte|cv-cnf|tevc,france,,France,,,alkohole_wikidata,
HEINEKEN Mexico,heineken-mexico,heineken-mexico|cerveceria-cuauhtemoc-moctezuma|cuauhtemoc-moctezuma|cuauhtemoc-moctezuma-brewery,,,,,,alkohole_wikidata,
Pol Roger,pol-roger,pol-roger|champagne-pol-roger,france,,France,,,alkohole_wikidata,
Utenos Alus,utenos-alus,utenos-alus|utenos-alus-brewery,,,,,,alkohole_wikidata,
Švyturys,svyturys,svyturys|svyturys-brewery|svyturys-ab,,,,,,alkohole_wikidata,
Kirin Holdings,kirin-holdings,kirin-holdings|kirin|kirin-beer,,,,,,alkohole_wikidata,
Capital Brewing Company,capital-brewing-company,capital-brewing-company|capital-brewing|capital|capital-brewing-co,,,,,,alkohole_wikidata,
Minneapolis Brewing Company Building,minneapolis-brewing-company-building,minneapolis-brewing-company-building|minneapolis-brewing-company|minneapolis-brewing|minneapolis,,,,,,alkohole_wikidata,
Spaghett,spaghett,spaghett|spagett,,,,,,alkohole_wikidata,
ZOA Energy,zoa-energy,zoa-energy|zoa-energy-drink-zoa,,,,,,alkohole_wikidata,
Real American Beer,real-american-beer,real-american-beer|rab,united-states|city-brewing-company,beer,United States,City Brewing Company,,alkohole_wikidata,
Fierce Beer,fierce-beer,fierce-beer|fierce,,,,,,alkohole_wikidata,
Zirkova Vodka,zirkova-vodka,zirkova-vodka|slava|zirkova,,,,,,alkohole_wikidata,
Starobrno Brewery,starobrno-brewery,starobrno-brewery|starobrno,,,,,,alkohole_wikidata,
Cuvée des Trolls,cuvee-des-trolls,cuvee-des-trolls,beer|belgium|dubuisson-brewery,beer,Belgium,Dubuisson Brewery,,alkohole_wikidata,
DB Breweries,db-breweries,db-breweries|db|dominion-breweries|dominion|dominion-breweries-limited,,,,,,alkohole_wikidata,
Mount Gay Rum,mount-gay-rum,mount-gay-rum|mount-gay,barbados,,Barbados,,,alkohole_wikidata,
